sample_index,true_class,grayhole,high_StNum,injection,inverse_replay,masquerade_fake_fault,masquerade_fake_normal,normal,poisoned_high_rate,random_replay
24666,random_replay,1,1,1,1,1,1,1,1,1
24667,high_StNum,1,1,1,1,1,1,1,1,1
24668,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24669,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24670,normal,1,1,1,1,1,1,1,1,1
24671,grayhole,1,1,1,1,1,1,1,1,1
24672,normal,1,1,1,1,1,1,1,1,1
24673,grayhole,1,1,1,1,1,1,1,1,1
24674,normal,1,1,1,1,1,1,1,1,1
24675,grayhole,1,1,1,1,1,1,1,1,1
24676,random_replay,1,1,1,1,1,1,1,1,1
24677,normal,1,1,1,1,1,1,1,1,1
24678,grayhole,1,1,1,1,1,1,1,1,1
24679,normal,1,1,1,1,1,1,1,1,1
24680,grayhole,1,1,1,1,1,1,1,0,1
24681,normal,1,1,1,1,1,1,1,1,1
24682,grayhole,1,1,1,1,1,1,1,0,1
24683,normal,1,1,1,1,1,1,1,1,1
24684,grayhole,1,1,1,1,1,1,1,0,1
24685,normal,1,1,1,1,1,1,1,1,1
24686,grayhole,1,1,1,1,1,1,1,0,1
24687,injection,1,1,1,1,1,1,1,1,1
24688,normal,1,1,1,1,1,1,1,1,1
24689,grayhole,1,1,1,1,1,1,1,0,1
24690,normal,1,1,1,1,1,1,1,1,1
24691,grayhole,1,1,1,1,1,1,1,0,1
24692,normal,1,1,1,1,1,1,1,1,1
24693,inverse_replay,1,1,1,1,1,1,1,1,1
24694,high_StNum,1,1,1,1,1,1,1,1,1
24695,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24696,injection,1,1,1,1,1,1,1,1,1
24697,high_StNum,1,1,1,1,1,1,1,1,1
24698,normal,1,1,1,1,1,1,1,1,1
24699,grayhole,1,1,1,1,1,1,1,0,1
24700,random_replay,1,1,1,1,1,1,1,1,1
24701,injection,1,1,1,1,1,1,1,1,1
24702,random_replay,1,1,1,1,1,1,1,1,1
24703,normal,1,1,1,1,1,1,1,1,1
24704,inverse_replay,1,1,1,1,1,1,1,1,1
24705,high_StNum,1,1,1,1,1,1,1,1,1
24706,high_StNum,1,1,1,1,1,1,1,1,1
24707,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24708,normal,1,1,1,1,1,1,1,1,1
24709,grayhole,1,1,1,1,1,1,1,0,1
24710,high_StNum,1,1,1,1,1,1,1,1,1
24711,normal,1,1,1,1,1,1,1,1,1
24712,high_StNum,1,1,1,1,1,1,1,1,1
24713,inverse_replay,1,1,1,1,1,1,1,1,1
24714,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24715,injection,1,1,1,1,1,1,1,1,1
24716,high_StNum,1,1,1,1,1,1,1,1,1
24717,normal,1,1,1,1,1,1,1,1,1
24718,grayhole,1,1,1,1,1,1,1,0,1
24719,high_StNum,1,1,1,1,1,1,1,1,1
24720,injection,1,1,1,1,1,1,1,1,1
24721,normal,1,1,1,1,1,1,1,1,1
24722,inverse_replay,1,1,1,1,1,1,1,1,1
24723,injection,1,0,1,1,1,1,1,1,1
24724,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24725,normal,1,1,1,1,1,1,1,1,1
24726,grayhole,1,1,1,1,1,1,1,0,1
24727,normal,1,1,1,1,1,1,1,1,1
24728,inverse_replay,1,1,1,1,1,1,1,1,1
24729,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24730,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24731,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24732,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24733,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24734,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24735,random_replay,1,1,1,1,1,1,1,1,1
24736,normal,1,1,1,1,1,1,1,1,1
24737,grayhole,1,1,1,1,1,1,1,0,1
24738,injection,1,1,1,1,1,1,1,1,1
24739,normal,1,1,1,1,1,1,1,1,1
24740,inverse_replay,1,1,1,1,1,1,1,1,1
24741,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24742,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24743,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24744,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24745,injection,1,1,1,1,1,1,1,1,1
24746,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24747,injection,1,1,1,1,1,1,1,1,1
24748,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24749,injection,1,1,1,1,1,1,1,1,1
24750,normal,1,1,1,1,1,1,1,1,1
24751,grayhole,1,1,1,1,1,1,1,1,1
24752,random_replay,1,1,1,1,1,1,1,1,1
24753,normal,1,1,1,1,1,1,1,1,1
24754,injection,1,1,1,1,1,1,1,1,1
24755,random_replay,1,1,1,1,1,1,1,1,1
24756,inverse_replay,1,1,1,1,1,1,1,1,1
24757,injection,1,1,1,1,1,1,1,1,1
24758,high_StNum,1,1,1,1,1,1,1,1,1
24759,injection,1,1,1,1,1,1,1,1,1
24760,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24761,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24762,masquerade_fake_normal,1,1,1,1,1,1,1,0,1
24763,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24764,masquerade_fake_normal,1,1,1,1,1,1,1,0,1
24765,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24766,masquerade_fake_normal,1,1,1,1,1,1,1,0,1
24767,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24768,masquerade_fake_normal,1,1,1,1,1,1,1,0,1
24769,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24770,masquerade_fake_normal,1,1,1,1,1,1,1,0,1
24771,normal,1,1,1,1,1,1,1,1,1
24772,grayhole,1,1,1,1,1,1,1,1,1
24773,random_replay,1,1,1,1,1,1,1,1,1
24774,normal,1,1,1,1,1,1,1,1,1
24775,inverse_replay,1,1,1,1,1,1,1,1,1
24776,injection,1,0,1,1,1,1,1,1,1
24777,random_replay,1,1,1,1,1,1,1,1,1
24778,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24779,injection,1,1,1,1,1,1,1,1,1
24780,normal,1,1,1,1,1,1,1,1,1
24781,grayhole,1,1,1,1,1,1,1,1,1
24782,high_StNum,1,1,1,1,1,1,1,1,1
24783,high_StNum,1,1,1,1,1,1,1,1,1
24784,normal,1,1,1,1,1,1,1,1,1
24785,inverse_replay,1,1,1,1,1,1,1,1,1
24786,injection,1,1,1,1,1,1,1,1,1
24787,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24788,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24789,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24790,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24791,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24792,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24793,normal,1,1,1,1,1,1,1,1,1
24794,grayhole,1,1,1,1,1,1,1,1,1
24795,high_StNum,1,1,1,1,1,1,1,1,1
24796,injection,1,1,1,1,1,1,1,1,1
24797,normal,1,1,1,1,1,1,1,1,1
24798,inverse_replay,1,1,1,1,1,1,1,1,1
24799,high_StNum,1,1,1,1,1,1,1,1,1
24800,normal,1,1,1,1,1,1,1,1,1
24801,normal,1,1,1,1,1,1,1,1,1
24802,normal,1,1,1,1,1,1,1,1,1
24803,normal,1,1,1,1,1,1,1,1,1
24804,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24805,normal,1,1,1,1,1,1,1,1,1
24806,normal,1,1,1,1,1,1,1,1,1
24807,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24808,inverse_replay,1,0,1,1,1,1,1,1,1
24809,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24810,inverse_replay,1,0,1,1,1,1,1,1,1
24811,normal,1,1,1,1,1,1,1,1,1
24812,normal,1,1,1,1,1,1,1,1,1
24813,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24814,inverse_replay,1,0,1,1,1,1,1,1,1
24815,inverse_replay,1,0,1,1,1,1,1,1,1
24816,inverse_replay,1,0,1,1,1,1,1,1,1
24817,normal,1,1,1,1,1,1,1,1,1
24818,normal,1,1,1,1,1,1,1,0,1
24819,inverse_replay,1,0,1,1,1,1,1,1,1
24820,inverse_replay,1,0,1,1,1,1,1,1,1
24821,normal,1,1,1,1,1,1,1,1,1
24822,normal,1,1,1,1,1,1,1,0,1
24823,normal,1,1,1,1,1,1,1,1,1
24824,normal,1,1,1,1,1,1,1,0,1
24825,inverse_replay,1,1,1,1,1,1,1,1,1
24826,inverse_replay,1,1,1,1,1,1,1,1,1
24827,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24828,inverse_replay,1,0,1,1,1,1,1,1,1
24829,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24830,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24831,inverse_replay,1,1,1,1,1,1,1,1,1
24832,inverse_replay,1,1,1,1,1,1,1,1,1
24833,normal,1,1,1,1,1,1,1,1,1
24834,normal,1,1,1,1,1,1,1,0,1
24835,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24836,inverse_replay,1,1,1,1,1,1,1,1,1
24837,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24838,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24839,inverse_replay,1,1,1,1,1,1,1,1,1
24840,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24841,injection,1,1,1,1,1,1,1,1,1
24842,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24843,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24844,inverse_replay,1,1,1,1,1,1,1,1,1
24845,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24846,inverse_replay,1,1,1,1,1,1,1,1,1
24847,random_replay,1,1,1,1,1,1,1,1,1
24848,normal,1,1,1,1,1,1,1,1,1
24849,normal,1,1,1,1,1,1,1,0,1
24850,random_replay,1,1,1,1,1,1,1,1,1
24851,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24852,random_replay,1,1,1,1,1,1,1,1,1
24853,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24854,random_replay,1,1,1,1,1,1,1,1,1
24855,inverse_replay,1,1,1,1,1,1,1,1,1
24856,high_StNum,1,1,1,1,1,1,1,1,1
24857,inverse_replay,1,1,1,1,1,1,1,1,1
24858,random_replay,1,1,1,1,1,1,1,1,1
24859,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24860,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24861,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24862,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24863,random_replay,1,1,1,1,1,1,1,1,1
24864,normal,1,1,1,1,1,1,1,1,1
24865,grayhole,1,1,1,1,1,1,1,1,1
24866,random_replay,1,1,1,1,1,1,1,1,1
24867,random_replay,1,1,1,1,1,1,1,1,1
24868,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24869,random_replay,1,1,1,1,1,1,1,1,1
24870,random_replay,1,1,1,1,1,1,1,1,1
24871,random_replay,1,1,1,1,1,1,1,1,1
24872,random_replay,1,1,1,1,1,1,1,1,1
24873,random_replay,1,1,1,1,1,1,1,1,1
24874,high_StNum,1,1,1,1,1,1,1,1,1
24875,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24876,random_replay,1,1,1,1,1,1,1,1,1
24877,high_StNum,1,1,1,1,1,1,1,1,1
24878,normal,1,1,1,1,1,1,1,1,1
24879,injection,1,1,1,1,1,1,1,1,1
24880,inverse_replay,1,1,1,1,1,1,1,1,1
24881,high_StNum,1,1,1,1,1,1,1,1,1
24882,normal,1,1,1,1,1,1,1,1,1
24883,grayhole,1,1,1,1,1,1,1,1,1
24884,injection,1,1,1,1,1,1,1,1,1
24885,injection,1,0,1,1,1,1,1,1,1
24886,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24887,injection,1,1,1,1,1,1,1,1,1
24888,normal,1,1,1,1,1,1,1,1,1
24889,inverse_replay,1,1,1,1,1,1,1,1,1
24890,injection,1,0,1,1,1,1,1,1,1
24891,normal,1,1,1,1,1,1,1,1,1
24892,grayhole,1,1,1,1,1,1,1,1,1
24893,injection,1,1,1,1,1,1,1,1,1
24894,random_replay,1,1,1,1,1,1,1,1,1
24895,random_replay,1,1,1,1,1,1,1,1,1
24896,random_replay,1,1,1,1,1,1,1,1,1
24897,injection,1,1,1,1,1,1,1,1,1
24898,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24899,normal,1,1,1,1,1,1,1,1,1
24900,inverse_replay,1,1,1,1,1,1,1,1,1
24901,normal,1,1,1,1,1,1,1,1,1
24902,grayhole,1,1,1,1,1,1,1,1,1
24903,high_StNum,1,1,1,1,1,1,1,1,1
24904,normal,1,1,1,1,1,1,1,1,1
24905,grayhole,1,1,1,1,1,1,1,1,1
24906,normal,1,1,1,1,1,1,1,1,1
24907,grayhole,1,1,1,1,1,1,1,1,1
24908,normal,1,1,1,1,1,1,1,1,1
24909,grayhole,1,1,1,1,1,1,1,1,1
24910,grayhole,1,1,1,1,1,1,1,1,1
24911,normal,1,1,1,1,1,1,1,1,1
24912,normal,1,1,1,1,1,1,1,1,1
24913,grayhole,1,1,1,1,1,1,1,0,1
24914,normal,1,1,1,1,1,1,1,1,1
24915,grayhole,1,1,1,1,1,1,1,0,1
24916,normal,1,1,1,1,1,1,1,1,1
24917,grayhole,1,1,1,1,1,1,1,0,1
24918,normal,1,1,1,1,1,1,1,1,1
24919,grayhole,1,1,1,1,1,1,1,0,1
24920,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24921,normal,1,1,1,1,1,1,1,1,1
24922,grayhole,1,1,1,1,1,1,1,0,1
24923,normal,1,1,1,1,1,1,1,1,1
24924,inverse_replay,1,1,1,1,1,1,1,1,1
24925,random_replay,1,1,1,1,1,1,1,1,1
24926,injection,1,1,1,1,1,1,1,1,1
24927,random_replay,1,1,1,1,1,1,1,1,1
24928,high_StNum,1,1,1,1,1,1,1,1,1
24929,high_StNum,1,1,1,1,1,1,1,1,1
24930,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24931,normal,1,1,1,1,1,1,1,1,1
24932,grayhole,1,1,1,1,1,1,1,0,1
24933,normal,1,1,1,1,1,1,1,1,1
24934,inverse_replay,1,1,1,1,1,1,1,1,1
24935,injection,1,1,1,1,1,1,1,1,1
24936,high_StNum,1,1,1,1,1,1,1,1,1
24937,random_replay,1,1,1,1,1,1,1,1,1
24938,high_StNum,1,1,1,1,1,1,1,1,1
24939,random_replay,1,1,1,1,1,1,1,1,1
24940,injection,1,1,1,1,1,1,1,1,1
24941,injection,1,1,1,1,1,1,1,1,1
24942,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24943,normal,1,1,1,1,1,1,1,1,1
24944,normal,1,1,1,1,1,1,1,1,1
24945,grayhole,1,1,1,1,1,1,1,0,1
24946,injection,1,1,1,1,1,1,1,1,1
24947,high_StNum,1,1,1,1,1,1,1,1,1
24948,inverse_replay,1,1,1,1,1,1,1,1,1
24949,random_replay,1,1,1,1,1,1,1,1,1
24950,high_StNum,1,1,1,1,1,1,1,1,1
24951,injection,1,1,1,1,1,1,1,1,1
24952,high_StNum,1,1,1,1,1,1,1,1,1
24953,random_replay,1,1,1,1,1,1,1,1,1
24954,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24955,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24956,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24957,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24958,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24959,normal,1,1,1,1,1,1,1,1,1
24960,normal,1,1,1,1,1,1,1,1,1
24961,grayhole,1,1,1,1,1,1,1,0,1
24962,inverse_replay,1,1,1,1,1,1,1,1,1
24963,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24964,high_StNum,1,1,1,1,1,1,1,1,1
24965,high_StNum,1,1,1,1,1,1,1,1,1
24966,random_replay,1,1,1,1,1,1,1,1,1
24967,high_StNum,1,1,1,1,1,1,1,1,1
24968,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24969,normal,1,1,1,1,1,1,1,1,1
24970,normal,1,1,1,1,1,1,1,1,1
24971,grayhole,1,1,1,1,1,1,1,0,1
24972,high_StNum,1,1,1,1,1,1,1,1,1
24973,inverse_replay,1,1,1,1,1,1,1,1,1
24974,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24975,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24976,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24977,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24978,random_replay,1,1,1,1,1,1,1,1,1
24979,random_replay,1,1,1,1,1,1,1,1,1
24980,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
24981,high_StNum,1,1,1,1,1,1,1,1,1
24982,random_replay,1,1,1,1,1,1,1,1,1
24983,random_replay,1,1,1,1,1,1,1,1,1
24984,random_replay,1,1,1,1,1,1,1,1,1
24985,high_StNum,1,1,1,1,1,1,1,1,1
24986,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24987,normal,1,1,1,1,1,1,1,1,1
24988,normal,1,1,1,1,1,1,1,1,1
24989,grayhole,1,1,1,1,1,1,1,0,1
24990,inverse_replay,1,1,1,1,1,1,1,1,1
24991,injection,1,1,1,1,1,1,1,1,1
24992,injection,1,1,1,1,1,1,1,1,1
24993,injection,1,1,1,1,1,1,1,1,1
24994,random_replay,1,1,1,1,1,1,1,1,1
24995,injection,1,0,1,1,1,1,1,1,1
24996,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
24997,normal,1,1,1,1,1,1,1,1,1
24998,injection,1,1,1,1,1,1,1,1,1
24999,normal,1,1,1,1,1,1,1,1,1
25000,grayhole,1,1,1,1,1,1,1,1,1
25001,inverse_replay,1,1,1,1,1,1,1,1,1
25002,random_replay,1,1,1,1,1,1,1,1,1
25003,injection,1,1,1,1,1,1,1,1,1
25004,high_StNum,1,1,1,1,1,1,1,1,1
25005,high_StNum,1,1,1,1,1,1,1,1,1
25006,injection,1,1,1,1,1,1,1,1,1
25007,injection,1,1,1,1,1,1,1,1,1
25008,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25009,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25010,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25011,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25012,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25013,normal,1,1,1,1,1,1,1,1,1
25014,grayhole,1,1,1,1,1,1,1,1,1
25015,normal,1,1,1,1,1,1,1,1,1
25016,inverse_replay,1,1,1,1,1,1,1,1,1
25017,random_replay,1,1,1,1,1,1,1,1,1
25018,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25019,random_replay,1,1,1,1,1,1,1,1,1
25020,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25021,normal,1,1,1,1,1,1,1,1,1
25022,normal,1,1,1,1,1,1,1,1,1
25023,grayhole,1,1,1,1,1,1,1,1,1
25024,inverse_replay,1,1,1,1,1,1,1,1,1
25025,random_replay,1,1,1,1,1,1,1,1,1
25026,injection,1,1,1,1,1,1,1,1,1
25027,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25028,normal,1,1,1,1,1,1,1,1,1
25029,inverse_replay,1,1,1,1,1,1,1,1,1
25030,normal,1,1,1,1,1,1,1,1,1
25031,grayhole,1,1,1,1,1,1,1,1,1
25032,random_replay,1,1,1,1,1,1,1,1,1
25033,high_StNum,1,1,1,1,1,1,1,1,1
25034,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25035,normal,1,1,1,1,1,1,1,1,1
25036,normal,1,1,1,1,1,1,1,1,1
25037,grayhole,1,1,1,1,1,1,1,1,1
25038,inverse_replay,1,1,1,1,1,1,1,1,1
25039,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25040,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25041,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25042,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25043,high_StNum,1,1,1,1,1,1,1,1,1
25044,high_StNum,1,1,1,1,1,1,1,1,1
25045,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25046,random_replay,1,1,1,1,1,1,1,1,1
25047,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25048,normal,1,1,1,1,1,1,1,1,1
25049,normal,1,1,1,1,1,1,1,1,1
25050,grayhole,1,1,1,1,1,1,1,1,1
25051,inverse_replay,1,1,1,1,1,1,1,1,1
25052,injection,1,1,1,1,1,1,1,1,1
25053,injection,1,1,1,1,1,1,1,1,1
25054,injection,1,1,1,1,1,1,1,1,1
25055,normal,1,1,1,1,1,1,1,1,1
25056,grayhole,1,1,1,1,1,1,1,1,1
25057,normal,1,1,1,1,1,1,1,1,1
25058,grayhole,1,1,1,1,1,1,1,1,1
25059,normal,1,1,1,1,1,1,1,1,1
25060,grayhole,1,1,1,1,1,1,1,1,1
25061,grayhole,1,1,1,1,1,1,1,1,1
25062,normal,1,1,1,1,1,1,1,1,1
25063,random_replay,1,1,1,1,1,1,1,1,1
25064,normal,1,1,1,1,1,1,1,1,1
25065,grayhole,1,1,1,1,1,1,1,0,1
25066,normal,1,1,1,1,1,1,1,1,1
25067,grayhole,1,1,1,1,1,1,1,0,1
25068,normal,1,1,1,1,1,1,1,1,1
25069,grayhole,1,1,1,1,1,1,1,0,1
25070,grayhole,1,1,1,1,1,1,1,1,1
25071,normal,1,1,1,1,1,1,1,0,1
25072,injection,1,1,1,1,1,1,1,1,1
25073,injection,1,0,1,1,1,1,1,1,1
25074,normal,1,1,1,1,1,1,1,1,1
25075,grayhole,1,1,1,1,1,1,1,0,1
25076,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25077,normal,1,1,1,1,1,1,1,1,1
25078,high_StNum,1,1,1,1,1,1,1,1,1
25079,inverse_replay,1,1,1,1,1,1,1,1,1
25080,random_replay,1,1,1,1,1,1,1,1,1
25081,normal,1,1,1,1,1,1,1,1,1
25082,grayhole,1,1,1,1,1,1,1,0,1
25083,injection,1,1,1,1,1,1,1,1,1
25084,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25085,normal,1,1,1,1,1,1,1,1,1
25086,injection,1,1,1,1,1,1,1,1,1
25087,inverse_replay,1,1,1,1,1,1,1,1,1
25088,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25089,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25090,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25091,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25092,high_StNum,1,1,1,1,1,1,1,1,1
25093,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25094,normal,1,1,1,1,1,1,1,1,1
25095,grayhole,1,1,1,1,1,1,1,0,1
25096,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25097,normal,1,1,1,1,1,1,1,1,1
25098,inverse_replay,1,1,1,1,1,1,1,1,1
25099,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25100,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25101,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25102,high_StNum,1,1,1,1,1,1,1,1,1
25103,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25104,masquerade_fake_normal,1,1,1,1,1,1,1,1,1
25105,random_replay,1,1,1,1,1,1,1,1,1
25106,random_replay,1,1,1,1,1,1,1,1,1
25107,injection,1,1,1,1,1,1,1,1,1
25108,normal,1,1,1,1,1,1,1,1,1
25109,grayhole,1,1,1,1,1,1,1,0,1
25110,high_StNum,1,1,1,1,1,1,1,1,1
25111,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25112,normal,1,1,1,1,1,1,1,1,1
25113,inverse_replay,1,1,1,1,1,1,1,1,1
25114,random_replay,1,1,1,1,1,1,1,1,1
25115,random_replay,1,1,1,1,1,1,1,1,1
25116,normal,1,1,1,1,1,1,1,1,1
25117,grayhole,1,1,1,1,1,1,1,0,1
25118,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25119,normal,1,1,1,1,1,1,1,1,1
25120,inverse_replay,1,1,1,1,1,1,1,1,1
25121,random_replay,1,1,1,1,1,1,1,1,1
25122,injection,1,1,1,1,1,1,1,1,1
25123,random_replay,1,1,1,1,1,1,1,1,1
25124,injection,1,1,1,1,1,1,1,1,1
25125,random_replay,1,1,1,1,1,1,1,1,1
25126,random_replay,1,1,1,1,1,1,1,1,1
25127,injection,1,0,1,1,1,1,1,1,1
25128,high_StNum,1,1,1,1,1,1,1,1,1
25129,normal,1,1,1,1,1,1,1,1,1
25130,grayhole,1,1,1,1,1,1,1,0,1
25131,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25132,normal,1,1,1,1,1,1,1,1,1
25133,inverse_replay,1,1,1,1,1,1,1,1,1
25134,injection,1,1,1,1,1,1,1,1,1
25135,injection,1,1,1,1,1,1,1,1,1
25136,normal,1,1,1,1,1,1,1,1,1
25137,grayhole,1,1,1,1,1,1,1,1,1
25138,injection,1,1,1,1,1,1,1,1,1
25139,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25140,normal,1,1,1,1,1,1,1,1,1
25141,high_StNum,1,1,1,1,1,1,1,1,1
25142,inverse_replay,1,1,1,1,1,1,1,1,1
25143,high_StNum,1,1,1,1,1,1,1,1,1
25144,grayhole,1,1,1,1,1,1,1,1,1
25145,normal,1,1,1,1,1,1,1,1,1
25146,high_StNum,1,1,1,1,1,1,1,1,1
25147,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25148,injection,1,1,1,1,1,1,1,1,1
25149,normal,1,1,1,1,1,1,1,1,1
25150,inverse_replay,1,1,1,1,1,1,1,1,1
25151,injection,1,1,1,1,1,1,1,1,1
25152,random_replay,1,1,1,1,1,1,1,1,1
25153,injection,1,1,1,1,1,1,1,1,1
25154,normal,1,1,1,1,1,1,1,1,1
25155,grayhole,1,1,1,1,1,1,1,1,1
25156,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25157,random_replay,1,1,1,1,1,1,1,1,1
25158,high_StNum,1,1,1,1,1,1,1,1,1
25159,normal,1,1,1,1,1,1,1,1,1
25160,inverse_replay,1,1,1,1,1,1,1,1,1
25161,injection,1,0,1,1,1,1,1,1,1
25162,injection,1,1,1,1,1,1,1,1,1
25163,normal,1,1,1,1,1,1,1,1,1
25164,grayhole,1,1,1,1,1,1,1,1,1
25165,high_StNum,1,1,1,1,1,1,1,1,1
25166,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25167,high_StNum,1,1,1,1,1,1,1,1,1
25168,random_replay,1,1,1,1,1,1,1,1,1
25169,normal,1,1,1,1,1,1,1,1,1
25170,inverse_replay,1,1,1,1,1,1,1,1,1
25171,injection,1,1,1,1,1,1,1,1,1
25172,high_StNum,1,1,1,1,1,1,1,1,1
25173,high_StNum,1,1,1,1,1,1,1,1,1
25174,injection,1,1,1,1,1,1,1,1,1
25175,normal,1,1,1,1,1,1,1,1,1
25176,grayhole,1,1,1,1,1,1,1,1,1
25177,masquerade_fake_fault,1,1,1,1,1,1,1,1,1
25178,normal,1,1,1,1,1,1,1,1,1
25179,high_StNum,1,1,1,1,1,1,1,1,1
25180,inverse_replay,1,1,1,1,1,1,1,1,1
25181,random_replay,1,1,1,1,1,1,1,1,1
25182,high_StNum,1,1,1,1,1,1,1,1,1
